artist,poem name,text,syllables
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),ain't my way of having fun,7
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"can't give it up, gotta give it up, give it up, c'mon nancy",16
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"can't give it up, get it up, for your fancy",11
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"gotta get it up, get it up, c'mon nancy",12
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"can't get it up, gotta get it up, get it up",12
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),for your fantasies,5
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),my a*s don't speculate,7
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"i'm just your slave, your master's bait",8
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),and lots of luck into the night,8
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),just waitin' for the bright light fright,8
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"can't give it up, gotta give it up, get it up, c'mon nancy",16
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),really have a good time,7
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),suckin up the moonshine,6
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),up underneath her clothesline,7
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),love me til the sun..,5
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"can't get it up, gotta get it up",9
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"can't give it up, gotta get it up, get it up, get it up",15
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),for your fancy,4
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"gotta get it up, get it up, get it up, c'mon nancy",15
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),get it up and down and all around,9
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),take a ride and paint the town,7
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),slow me down and make it fast,7
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),scream almost and make it last,7
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),you know you gotta really have a good time,12
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),"you know your really gonna, really have a good time",15
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),up underneath the her clothesline,8
Aerosmith,Get It Up (Radio Broadcast Live Philadelphia 1978),you know you really wanna love me till the sun can't get it up. get it up,20
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),Do ya like good boogey,6
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),like the real boogey woogie,8
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),hear the juke box singin',6
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),get the dance hall swingin',6
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),won't ya grab my shaker,6
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),got to meet your maker,6
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),"um-get out the lead, get out of bed, get the lead out",13
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),get ready i'll show you my fist,8
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),get ready take hold of my wrist,8
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),get ready we really can't miss,9
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),get ready,3
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),"Oh, hey good lookin'",5
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),what ya got there cookin',7
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),you a young spring chicken,6
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),a-make your feet start kickin',7
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),"No no, no no",4
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),make your feet start kickin',6
Aerosmith,Get The Lead Out (Radio Broadcast Live Philadelphia 1978),"boot it out, dance without me",7
Aerosmith,Give Peace A Chance,All we are saying is give peace a chancebr /,11
Aerosmith,Give Peace A Chance,br /,1
Aerosmith,Give Peace A Chance,Everybody's talking aboutbr /,8
Aerosmith,Give Peace A Chance,"Bagism, Shagism, Dragismbr /",6
Aerosmith,Give Peace A Chance,"Madism, Ragism, Tagismbr /",6
Aerosmith,Give Peace A Chance,"This-ism, that-ism, is-m, I don't knowbr /",9
Aerosmith,Give Peace A Chance,"Yeah, c'mon, everybody's talking aboutbr /",11
Aerosmith,Give Peace A Chance,"Ministers, sinisters, banisters, canistersbr /",12
Aerosmith,Give Peace A Chance,Bishops and fishops and rabbis and popeyesbr /,12
Aerosmith,Give Peace A Chance,"And bye-bye, bye-bye, bye-byebr /",7
Aerosmith,Give Peace A Chance,"Let me tell you now, everybody talking aboutbr /",13
Aerosmith,Give Peace A Chance,"Revolution, evolution, masturbation, flagellationbr /",17
Aerosmith,Give Peace A Chance,"Regulation, integrations, meditationsbr /",13
Aerosmith,Give Peace A Chance,"United Nations, congratulationsbr /",11
Aerosmith,Give Peace A Chance,"Fights for peace, yes, peace that's we needbr /",8
Aerosmith,Give Peace A Chance,"Two men who died, too much more to feedbr /",9
Aerosmith,Give Peace A Chance,Total peace for the good of the kidsbr /,9
Aerosmith,Give Peace A Chance,Why punish them for what they never did?br /,11
Aerosmith,Give Peace A Chance,Forget the past and Lord shall forgivebr /,10
Aerosmith,Give Peace A Chance,Everything on earth has his own right to livebr /,12
Aerosmith,Give Peace A Chance,Whether you unlock and whether you awaitbr /,11
Aerosmith,Give Peace A Chance,Stop this and let us unitebr /,8
Aerosmith,Going Down  Love In An Elevator,Workin' like a dog fo de boss man,9
Aerosmith,Going Down  Love In An Elevator,Workin' for de company,7
Aerosmith,Going Down  Love In An Elevator,I'm bettin' on the dice I'm tossin',9
Aerosmith,Going Down  Love In An Elevator,I'm gonna have a fantasy,8
Aerosmith,Going Down  Love In An Elevator,But where am I gonna look?,7
Aerosmith,Going Down  Love In An Elevator,They tell me that love is blind,7
Aerosmith,Going Down  Love In An Elevator,I really need a girl like an open book,12
Aerosmith,Going Down  Love In An Elevator,to read between the lines,6
Aerosmith,Going Down  Love In An Elevator,Love in an elevator,7
Aerosmith,Going Down  Love In An Elevator,Livin' it up when I'm goin' down,8
Aerosmith,Going Down  Love In An Elevator,Lovin' it up 'til I hit the ground,9
Aerosmith,Going Down  Love In An Elevator,Jacki's in the elevator,8
Aerosmith,Going Down  Love In An Elevator,Lingerie second floor,6
Aerosmith,Going Down  Love In An Elevator,She said 'can I see you later,8
Aerosmith,Going Down  Love In An Elevator,And love you just a little more?',9
Aerosmith,Going Down  Love In An Elevator,I kinda hope we get stuck,7
Aerosmith,Going Down  Love In An Elevator,nobody gets out alive,7
Aerosmith,Going Down  Love In An Elevator,She said I'll show ya how to fax in the mailroom honey and have you home by five,20
Aerosmith,Going Down  Love In An Elevator,"In the air, in the air, honey one more time not it ain't fair",15
Aerosmith,Going Down  Love In An Elevator,Lovin' it up when I'm goin' down,8
Aerosmith,Going Down  Love In An Elevator,Love in an,3
Aerosmith,Going Down  Love In An Elevator,elevator,4
Aerosmith,Going Down  Love In An Elevator,goin' down,2
Aerosmith,Going Down  Love In An Elevator,Lovin' it up when I hit the ground,9
Aerosmith,Going Down  Love In An Elevator,Gonna be a penthouse pauper,8
Aerosmith,Going Down  Love In An Elevator,Gonna be a millionaire,7
Aerosmith,Going Down  Love In An Elevator,I'm gonna be a real fast talker,10
Aerosmith,Going Down  Love In An Elevator,and have me a love affair,7
Aerosmith,Going Down  Love In An Elevator,Gotta get my timin' right,7
Aerosmith,Going Down  Love In An Elevator,It's a test that I gotta pass,8
Aerosmith,Going Down  Love In An Elevator,I'll chase you all the way to teh stairway honey,12
Aerosmith,Going Down  Love In An Elevator,Kiss your sassafras,5
Aerosmith,Going Down  Love In An Elevator,Livin' it up 'til I hit the ground,9
Aerosmith,Going Down  Love In An Elevator,Do you care? Do you care?,6
Aerosmith,Going Down  Love In An Elevator,Honey one more time now it ain't fair,9
Aerosmith,Hand That Feeds,Hand That Feeds,3
Aerosmith,Hand That Feeds,THE HAND THAT FEEDS,4
Aerosmith,Hand That Feeds,T.Hamilton/J.Kramer/S.Tyler/B.Whitford/J.Douglas,16
Aerosmith,Hand That Feeds,"Doctor, doctor, doctor",6
Aerosmith,Hand That Feeds,"Please, doctor, doctor, please",6
Aerosmith,Hand That Feeds,Feel like a old disease,6
Aerosmith,Hand That Feeds,Get your sweet ass off the floor,7
Aerosmith,Hand That Feeds,I can't refuse any loose hearted lady anymore,14
Aerosmith,Hand That Feeds,I scream your name into the crowd,8
Aerosmith,Hand That Feeds,You feel the flame but you ain't proud,8
Aerosmith,Hand That Feeds,Maybe your attitude ain't right,8
Aerosmith,Hand That Feeds,So all that's left for me to do is bite,10
Aerosmith,Hand That Feeds,The hand that feeds me,5
Aerosmith,Hand That Feeds,Feeds me,2
Aerosmith,Hand That Feeds,"Doctor, doctor, please",5
Aerosmith,Hand That Feeds,All things you put me through,6
Aerosmith,Hand That Feeds,What the hell you want me to,7
Aerosmith,Hand That Feeds,Do all the things that uncle John needs,9
Aerosmith,Hand That Feeds,I ain't the dog that bites the hand that feeds me,11
Aerosmith,Hand That Feeds,"In the middle of, with a spittle of",10
Aerosmith,Hand That Feeds,Et tu like birds of a feather,8
Aerosmith,Hand That Feeds,"When another day, love another way",10
Aerosmith,Hand That Feeds,"Push, shove, make love, play",5
Aerosmith,Hand That Feeds,"Never never, never ever",8
Aerosmith,Hand That Feeds,"Never ever, never ever",8
Aerosmith,Hand That Feeds,Na na na na na,10
Aerosmith,Hand That Feeds,Please do a-what you can,6
Aerosmith,Hand That Feeds,Would you please give my life a hand,8
Aerosmith,Hand That Feeds,"I ain't the dog that bites the hand that feeds me, yeah",12
Aerosmith,Hand That Feeds,"Doctor, doctor, doctor, doctor, doctor",10
Aerosmith,Hand That Feeds,"Doctor, doctor, doctor, doctor, doctor..",10
Aerosmith,Hearts Done Time,"met a woman, she had a man",8
Aerosmith,Hearts Done Time,"couldn't help it, I had a plan",7
Aerosmith,Hearts Done Time,right around midnight he was gone,8
Aerosmith,Hearts Done Time,"saw her red light, she left it on",8
Aerosmith,Hearts Done Time,and oh my heart's done time,6
Aerosmith,Hearts Done Time,and oh now she's mine,5
Aerosmith,Hearts Done Time,if there's a reason for these chains,8
Aerosmith,Hearts Done Time,it's like we suffer to ease the pain,9
Aerosmith,Hearts Done Time,now I got this feelin inside of me,10
Aerosmith,Hearts Done Time,my heart's in jail and I can't break free,9
Aerosmith,Hearts Done Time,now she's mine,3
Aerosmith,Helter Skelter,When I get to the bottom,7
Aerosmith,Helter Skelter,I go back to the top of the slide,9
Aerosmith,Helter Skelter,Where I stop and I turn in and I go for a ride,13
Aerosmith,Helter Skelter,'Til I get to the bottom and I see you again,12
Aerosmith,Helter Skelter,Do you or don't you want me to love you?,10
Aerosmith,Helter Skelter,I'm coming down fast but I'm miles above you,11
Aerosmith,Helter Skelter,"Tell me, tell me, tell me the answer",9
Aerosmith,Helter Skelter,You may be a lover but you ain't no dancer,12
Aerosmith,Helter Skelter,Helter skelter,4
Aerosmith,Helter Skelter,Will you or won't you want me to make you?,10
Aerosmith,Helter Skelter,I'm coming down fast but don't let me break you,11
Aerosmith,Helter Skelter,"You may be a lover but you ain't no dancer, that's right",14
Aerosmith,Helter Skelter,"Helter skelter, look out",6
Aerosmith,Helter Skelter,And I stop and I turn in and I go for a ride,13
Aerosmith,Helter Skelter,And I get to the bottom and I see you again,13
Aerosmith,Helter Skelter,Do you or don't you want me to make you?,10
Aerosmith,Helter Skelter,"[Incomprehensible] helter skelter, she's coming down fast",15
Aerosmith,Helter Skelter,"Yes, she is",3
Aerosmith,Hop,Hop,1
Aerosmith,Hop,THE HOP,2
Aerosmith,Hop,Thinkin 'bout the night life,6
Aerosmith,Hop,In the ladies powder room,7
Aerosmith,Hop,Brother's like a howlin' wolf in the light of the silvery moon,16
Aerosmith,Hop,Joey's like a pavlos dog when he starts to salivate,14
Aerosmith,Hop,A Hardly man himself is hard to shake his rattle snake,14
Aerosmith,Hop,"Me, I got a brand new babe",7
Aerosmith,Hop,You know something just ain't right,7
Aerosmith,Hop,"I say yeah, yeah",4
Aerosmith,Hop,Can't stop rockin' tonight,6
Aerosmith,Hop,Hangin' at the shopping mall,7
Aerosmith,Hop,With a watchman full of sash,7
Aerosmith,Hop,Leave your smile outside the door,7
Aerosmith,Hop,Cause the kids be kicking ass,7
Aerosmith,Hop,My old boot heels be smokin',7
Aerosmith,Hop,You really got to understand,9
Aerosmith,Hop,We're burning down the town tonight,8
Aerosmith,Hop,When the new shit hits the fan,7
Aerosmith,Hop,"yeah, yeah, can't stop rockin' tonight",8
Aerosmith,Hop,Lyin' on your back tonight,7
Aerosmith,Hop,Watch the moon eclipse,5
Aerosmith,Hop,Maybe eatin out tonight,7
Aerosmith,Hop,But ya just ain't leavin' tips,7
Aerosmith,Hop,So you best watch out what you do,8
Aerosmith,Hop,And who you do it with,6
Aerosmith,Hop,'Cause you'll be kickin' ass tonight,8
Aerosmith,Hop,With the boys in Aerosmith,7
Aerosmith,I Ain`T Got You,Got a '56 Cadillac,6
Aerosmith,I Ain`T Got You,With a spare tire on the back,7
Aerosmith,I Ain`T Got You,Got a charge account in my ol' bank,9
Aerosmith,I Ain`T Got You,"Said, I ain't got you",5
Aerosmith,I Ain`T Got You,Got a classic and a pool,7
Aerosmith,I Ain`T Got You,And a big hair ghoul,5
Aerosmith,I Ain`T Got You,No matter who I fool,6
Aerosmith,I Ain`T Got You,Chorus,2
Aerosmith,I Ain`T Got You,Got a baby and a liquor store,9
Aerosmith,I Ain`T Got You,I played the number four-forty-four,9
Aerosmith,I Ain`T Got You,Got a mojo and dontcha know,8
Aerosmith,I Ain`T Got You,I'm all dressed up with no place to go,9
Aerosmith,I Ain`T Got You,Got women to the left of me,8
Aerosmith,I Ain`T Got You,Got women to the right of me,8
Aerosmith,I Ain`T Got You,I got chicks all around me,7
Aerosmith,I Ain`T Got You,"I said, I ain't got you",6
Aerosmith,I Ain`T Got You,Mr. Whitford,4
Aerosmith,I Ain`T Got You,Go Joe,2
Aerosmith,I Ain`T Got You,You know I ain't got you baby,8
Aerosmith,I Dont Wanna Miss A Thing (Armagedon),"Well, every moment spent with you",8
Aerosmith,I Dont Wanna Miss A Thing (Armagedon),"'Cause I'd miss you, baby",5
Aerosmith,I Dont Wanna Miss A Thing (Armagedon),"I'd still miss you, baby",6
Aerosmith,I Dont Wanna Miss A Thing (Armagedon),"Lying close to you, feeling your heart beating",11
Aerosmith,I Dont Wanna Miss A Thing (Armagedon),I don't wanna miss one smile,7
Aerosmith,I Dont Wanna Miss A Thing (Armagedon),"Well, I just wanna be with you",8
Aerosmith,I Dont Wanna Miss A Thing (Armagedon),I just wanna hold you close,7
Aerosmith,I Dont Wanna Miss A Thing (Armagedon),Don't wanna fall asleep,6
Aerosmith,I Dont Wanna Miss A Thing (Armagedon),"'Cause I'd still miss you, baby",6
Aerosmith,I Don`T Wanna Miss A Thing,Where every moment spent with you is a moment I treasure,15
Aerosmith,I Don`T Wanna Miss A Thing,I just want to stay with you in this moment forever,14
Aerosmith,I Don`T Wanna Miss A Thing,"For all the rest of time, yeah, yeah, yeah",9
Aerosmith,I Don`T Want To Miss A Thing (From Armageddon),And then I kiss your eyes and thank God we're together,13
Aerosmith,I Don`T Want To Miss A Thing (From Armageddon),"Yeah, yeah, yeah, yeah",4
Aerosmith,I Don`T Want To Miss A Thing (From Armageddon),"I don't wanna fall asleep, yeah",8
Aerosmith,I Don`T Want To Miss A Thing (Pop Radio Edit No Orchestra Intro),Cause I'd miss you babe,5
Aerosmith,I Don`T Want To Miss A Thing (Pop Radio Edit No Orchestra Intro),Cause even when I dream of you,8
Aerosmith,I Don`T Want To Miss A Thing (Pop Radio Edit No Orchestra Intro),For all the rest of time Yeah yeah yeah,9
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),"Ooh, every moment spent with you is a moment I treasure",15
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),And I just want to stay with you in this moment forever,15
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),And I don't want to miss one smile,8
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),"Well, I just want to be with you, right here with you",12
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),Just like this,3
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),I feel your heart so close to mine,8
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),For all of the rest of time,7
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),Yeah-yeah-yeah-yeah-yeah,5
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),Don't want to fall asleep,6
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),"I don't want to fall asleep, yeah",8
Aerosmith,I Don`T Want To Miss A Thing (Rock Mix Edit),I don't want to miss a thing,7
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon","Don't wanna close my eyes, I don't wanna fall asleep",13
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon",'Cause I'd miss you baby and I don't wanna miss a thing,13
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon",'Cause even when I dream of you the sweetest dream would never do,15
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon",I'd still miss you baby and I don't want to miss a thing,14
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon","I just wanna stay with you in this moment forever, forever and ever",20
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon","I just wanna be with you, right here with you, just like this",14
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon","I just want to hold you close, feel your heart so close to mine",14
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon",And just stay here in this moment for all the rest of time,14
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon",Yeah yeah,2
Aerosmith,"I Don`T Want To Miss A Thing - From The Touchstone Film, Armageddon",YEAAAHH,3
Aerosmith,I Don`T Want To Miss A Thing,I could stay lost in this moment f-f-forever,13
Aerosmith,I Don`T Want To Miss A Thing,O'every moment spent with you is a moment I treasure,16
Aerosmith,I Don`T Want To Miss A Thing,"'Cause even when I dream of you, the sweetest dream would never do",15
Aerosmith,I Don`T Want To Miss A Thing,I'd still miss you baby and I don't wanna miss a thing,14
Aerosmith,I Don`T Want To Miss A Thing,I just wanna stay with you,7
Aerosmith,I Don`T Want To Miss A Thing,"I just wanna be with you, right here with you just like this",14
Aerosmith,I Don`T Want To Miss A Thing,"I just wanna hold you close, I feel your heart so close to mine",15
Aerosmith,I Don`T Want To Miss A Thing,"Don't wanna close my eyes, I don't wanna fall asleep, yeah",14
Aerosmith,I Don’T Want To Miss A Thing (Album Version),And I don't wanna miss one kiss,8
Aerosmith,I Live In Connecticut,Pandora's Box,4
Aerosmith,I Live In Connecticut,I Live In Connecticut,7
Aerosmith,I Live In Connecticut,"We haven't lyrics of this song. Please, add       these lyrics for other users. Use ""Correct"". Thanks to you",23
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),Kickin' down the road,5
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),feelin' mighty slowed,5
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),with the likes of you,5
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),gettin' mighty spaced,5
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),never had a taste,5
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),of what you're goin' through,5
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),i can't bitch,3
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),went from rags to riches,6
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),then to ragtime screamin' the blues,8
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),i wanna know why,5
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),everybody's good intention,8
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),try to make a fool out of me,8
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),gotta make a fool,5
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),swing low,2
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),sweet cherry o,4
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),when a strange love showed me the way,8
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),ya see more,3
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),can't keep a score,4
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),when the whore's comin' on for the play,9
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),e. poe,2
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),eatin' crow,3
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),wonder if he knowed that the raven was mad,11
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),time passed,2
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),and words lost the last,5
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),of the best thing he ever had,8
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),oh play rough,3
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),can't get enough,4
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),"so they try to make a fool out of me, lordy",12
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),ain't foolin' me,4
Aerosmith,I Wanna Know Why (Radio Broadcast Live Philadelphia 1978),ya ain't ghoulin' me,5
Aerosmith,Intro (Get A Grip),"Wake up kid, it's half past your youth",8
Aerosmith,Intro (Get A Grip),Ain't nothin' really changes but the date,11
Aerosmith,Intro (Get A Grip),"You a grand slammer, but you no babe ruth",10
Aerosmith,Intro (Get A Grip),You gotta learn how to relate,8
Aerosmith,Intro (Get A Grip),Or you'll be swingin' from the pearly gate,10
Aerosmith,Intro (Get A Grip),"Now you got all the answers, low and behold",11
Aerosmith,Intro (Get A Grip),"You got the right key baby but the wrong key hole, yo",13
Aerosmith,I`M Down,"""I Don't Want To Miss A Thing""",7
Aerosmith,I`M Down,"and I'd still miss you, baby",7
Aerosmith,I`M Ready,"Well I'm ready, ready as anybody can be",13
Aerosmith,I`M Ready,"I am ready, ready as anybody can be",13
Aerosmith,I`M Ready,"I'm ready for you, I hope you ready for me",12
Aerosmith,I`M Ready,Got an out of town pistol with the graveyard frame,12
Aerosmith,I`M Ready,It shoots tombstone bullets with the ball and chain,11
Aerosmith,I`M Ready,I'm drinkin' TNT and smokin' dynamite,12
Aerosmith,I`M Ready,I hope some schoolboy pick a fight,8
Aerosmith,I`M Ready,"'Cause I'm ready, ready as anybody can be",12
Aerosmith,I`M Ready,"Well I'm ready for you, I hope you ready for me",13
Aerosmith,I`M Ready,All you pretty little chicks with your curly hair,12
Aerosmith,I`M Ready,Know you feel like I ain't nowhere,8
Aerosmith,I`M Ready,"But stop what you're doin' honey, come over here",11
Aerosmith,I`M Ready,I'll prove it to you baby that I ain't no square,12
Aerosmith,I`M Ready,"Now I'm ready for you, I hope you ready for me",13
Aerosmith,I`M Ready,"Look out, look out",4
Aerosmith,I`M Ready,Well I been drinkin' gin like never before,11
Aerosmith,I`M Ready,I'm feelin' so good honey that's for sure,10
Aerosmith,I`M Ready,One more drink honey I wish you would,9
Aerosmith,I`M Ready,Take a whole lot of lovin' to make me feel good,12
Aerosmith,I`M Ready,"Well I'm ready for you, I hope you ready for",12
Aerosmith,I`M Ready,"A ready for, a ready for",8
Aerosmith,I`M Ready,Well I'm ready for,5
Aerosmith,I`M Ready,"Oh baby, you know I'm ready for you",10
Aerosmith,Jaded (Acoustic Mix),Just Push Play,3
Aerosmith,Jaded (Acoustic Mix),Jaded,2
Aerosmith,Jaded (Acoustic Mix),"Hey j-j-jaded, you got your mama's style",11
Aerosmith,Jaded (Acoustic Mix),But you're yesterday's child to me,8
Aerosmith,Jaded (Acoustic Mix),So jaded,3
Aerosmith,Jaded (Acoustic Mix),You think that's where it's at,6
Aerosmith,Jaded (Acoustic Mix),But is that where it's supposed to be,9
Aerosmith,Jaded (Acoustic Mix),You're gettin' it all over me and serrated,12
Aerosmith,Jaded (Acoustic Mix),My my baby blue,5
Aerosmith,Jaded (Acoustic Mix),Yeah I been thinkin' about you,8
Aerosmith,Jaded (Acoustic Mix),Yeah you're so jaded,5
Aerosmith,Jaded (Acoustic Mix),And I'm the one that jaded you,8
Aerosmith,Jaded (Acoustic Mix),Hey j-j-jaded,5
Aerosmith,Jaded (Acoustic Mix),In all it's misery,6
Aerosmith,Jaded (Acoustic Mix),It will always be what I love and hated,11
Aerosmith,Jaded (Acoustic Mix),And maybe take a ride to the other side,11
Aerosmith,Jaded (Acoustic Mix),We're thinkin' of,4
Aerosmith,Jaded (Acoustic Mix),We'll slip into the velvet glove,8
Aerosmith,Jaded (Acoustic Mix),And be jaded,4
Aerosmith,Jaded (Acoustic Mix),Yeah I'm thinkin about you,7
Aerosmith,Jaded (Acoustic Mix),Yeah I'm so jaded,5
Aerosmith,Jaded (Acoustic Mix),And baby I'm afraid of you,8
Aerosmith,Jaded (Acoustic Mix),Your thinking's so complicated,8
Aerosmith,Jaded (Acoustic Mix),I've had it all up to here,7
Aerosmith,Jaded (Acoustic Mix),But it's so overrated,7
Aerosmith,Jaded (Acoustic Mix),Love and hated,4
Aerosmith,Jaded (Acoustic Mix),Wouldn't trade it,3
Aerosmith,Jaded (Acoustic Mix),Love me jaded,4
Aerosmith,Jaded (Acoustic Mix),There ain't no baby please,6
Aerosmith,Jaded (Acoustic Mix),When I'm shootin the breeze with her,8
Aerosmith,Jaded (Acoustic Mix),When everything you see is a blur,9
Aerosmith,Jaded (Acoustic Mix),And ectasy's what you prefer,8
Aerosmith,Jaded (Acoustic Mix),Yeah I'm talkin' about you,7
Aerosmith,Jaded (Acoustic Mix),Yeah I've been thinkin' about you,8
Aerosmith,Jaded (Acoustic Mix),Baby,2
Aerosmith,Jaded (Acoustic Mix),You're so jaded,4
Aerosmith,Jaded (Acoustic Mix),'Cause I'm the one that jaded you,7
Aerosmith,Janie`S Got A Gun (Chr Editremix),We do not have the lyrics for Janie's Got a Gun CHR edit/remix yet,19
Aerosmith,Janie`S Got A Gun - Single Version,"Dum, dum, dum, honey what have you done?",9
Aerosmith,Janie`S Got A Gun - Single Version,"Dum, dum, dum it's the sound of my gun",9
Aerosmith,Janie`S Got A Gun - Single Version,"Dum, dum, dum it's the sound",6
Aerosmith,Janie`S Got A Gun - Single Version,Janie's got a gun,5
Aerosmith,Janie`S Got A Gun - Single Version,Her whole world's come undone,6
Aerosmith,Janie`S Got A Gun - Single Version,From lookin' straight at the sun,7
Aerosmith,Janie`S Got A Gun - Single Version,What did her daddy do?,6
Aerosmith,Janie`S Got A Gun - Single Version,What did he put you through?,6
